연번,군구명,병원종별,의료기관명,소재지,병실수,병상수,진료과목,
3484,서구,의원,연세마디윌의원,"인천광역시 서구 이음대로 392, 메트로시티 6층 609~612호 (원당동)",0,0,가정의학과 재활의학과 이비인후과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,
3485,서구,의원,연세산부인과의원,"인천광역시 서구 원적로 100, 604호 (가좌동, 로얄프라자)",0,0,산부인과,
3486,서구,의원,연세수의원,인천광역시 서구 심곡로 24 (심곡동),0,0,가정의학과,
3487,서구,의원,연세열린내과의원,인천광역시 서구 가정로 201-1 (석남동),0,0,내과 소아청소년과 피부과 이비인후과 가정의학과,
3488,서구,의원,연세원비뇨의학과의원,"인천광역시 서구 청라라임로 65, 501호 (청라동, 라임타워)",0,0,가정의학과 재활의학과 진단검사의학과 영상의학과 비뇨의학과 피부과 이비인후과 안과 소아청소년과 산부인과 마취통증의학과 성형외과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
3489,서구,의원,연세유쾌항외과의원,"인천광역시 서구 청라루비로 93, 루비타워 203,204호 (청라동)",3,5,외과,
3490,서구,의원,연세의원,"인천광역시 서구 완정로 187, 4층 (왕길동)",0,0,피부과 비뇨의학과 소아청소년과,
3491,서구,의원,연세이비인후과의원,"인천광역시 서구 원적로 85, 304호 (가좌동, 우신프라자)",0,0,이비인후과,
3492,서구,의원,연세인이비인후과의원,"인천광역시 서구 장고개로337번길 16, 가좌한신 휴아파트 상가 405호 (가좌동)",0,0,내과 외과 정형외과 소아청소년과 안과 이비인후과 피부과,
3493,서구,의원,연세장튼튼의원,"인천광역시 서구 이음5로 60, JS프라자 (원당동)",0,0,가정의학과 피부과 이비인후과 안과 소아청소년과 외과 내과,
3494,서구,의원,연세제일정형외과의원,인천광역시 서구 가정로 287-1 (석남동),9,29,정형외과,
3495,서구,의원,연세조내과의원,"인천광역시 서구 검단로768번1길 4, 2,3층 (불로동, 세인빌딩)",0,0,내과 마취통증의학과 정형외과,
3496,서구,의원,연세프리마의원,"인천광역시 서구 서로4로 94, 서연프라자 2,3층 (원당동)",0,0,가정의학과 피부과 정형외과 외과 내과,
3497,서구,의원,연세항외과의원,"인천광역시 서구 검단로 474, 뷰비스타운 501~502호, 505~506호 (왕길동)",5,8,내과 외과 정형외과 소아청소년과 피부과 비뇨의학과,
3498,서구,의원,열린성모이비인후과의원,"인천광역시 서구 청라라임로 71, 진영메디피아 504호 (청라동)",0,0,내과 소아청소년과 이비인후과 피부과,
3499,서구,의원,열린이비인후과의원,"인천광역시 서구 봉오재3로 44, 2층 (가정동, 명문프라자)",0,0,내과 외과 소아청소년과 이비인후과 피부과,
3500,서구,의원,예일메디칼의원,인천광역시 서구 거북로 97 (석남동),0,0,내과 소아청소년과 외과 피부과 비뇨의학과 정형외과 이비인후과,
3501,서구,의원,오라클피부과의원,"인천광역시 서구 완정로 153, 이레메디칼센타 5층 (왕길동)",0,0,가정의학과 피부과 정신건강의학과 신경과 내과,
3502,서구,의원,오라클피부과의원 인천아라점,"인천광역시 서구 이음대로 392, 메트로시티 5층 505~507호 (원당동)",0,0,피부과,
3503,서구,의원,오케이마취통증의학과의원,"인천광역시 서구 원당대로 651, 완정빌딩 2,3층 (마전동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과 내과,
3504,서구,의원,우리들산부인과의원,"인천광역시 서구 완정로 187, 3층 (왕길동, 마전메디칼센타)",2,2,산부인과,
3505,서구,의원,우리미래소아청소년과의원,인천광역시 서구 검단로 836 (불로동),0,0,가정의학과 소아청소년과,
3506,서구,의원,우리베스트내과의원,"인천광역시 서구 염곡로464번길 15, 4층 (가정동)",0,0,재활의학과 피부과 이비인후과 소아청소년과 내과,
3507,서구,의원,우리소아과의원,"인천광역시 서구 청마로167번길 8, 2층 (당하동, 강남빌딩)",0,0,내과 소아청소년과 피부과 이비인후과,
3508,서구,의원,우리탑내과의원,"인천광역시 서구 검단로 480, 검단리치웰프라자 206,207호 (왕길동)",0,0,가정의학과 피부과 이비인후과 소아청소년과 내과,
3509,서구,의원,우리편한내과의원,"인천광역시 서구 가정로 375, 405,406호 (신현동, 금강아미움)",0,0,내과,
3510,서구,의원,원당연세메디칼의원,인천광역시 서구 원당대로 841 (원당동),0,0,내과 소아청소년과 피부과 이비인후과,
3511,서구,의원,원당연세이비인후과의원,"인천광역시 서구 고산후로95번길 20, 303호 (당하동, 힘찬프라자)",0,0,내과 소아청소년과 이비인후과,
3512,서구,의원,원당연세정형외과의원,"인천광역시 서구 원당대로 866, 5,6층 (당하동, 세브란스빌딩)",0,0,내과 외과 정형외과 신경외과 피부과 비뇨의학과 소아청소년과 성형외과 이비인후과,
3513,서구,의원,원재활의학과의원,"인천광역시 서구 원당대로 850, 프런치타워 3층 (당하동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과 내과,
3514,서구,의원,위바른내과의원,"인천광역시 서구 이음대로 378, 로뎀타워 501~506, 511호 (원당동)",0,0,가정의학과 소아청소년과 신경과 내과,
3515,서구,의원,위편한내과의원,"인천광역시 서구 원당대로 866, 301호 (당하동, 세브란스빌딩)",0,0,내과 소아청소년과 이비인후과,
3516,서구,의원,위풍당당정형외과의원,"인천광역시 서구 검단로 480, 검단리치웰프라자 301~303호 (왕길동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과 내과,
3517,서구,의원,유승진내과의원,"인천광역시 서구 봉오재3로 90, 한일골드타워 301호 (가정동)",0,0,응급의학과 재활의학과 산부인과 마취통증의학과 정형외과 외과 정신건강의학과 신경과 내과,
3518,서구,의원,유앤박소아과의원,인천광역시 서구 거북로 98 (석남동),0,0,내과 소아청소년과,
3519,서구,의원,윤이비인후과의원,"인천광역시 서구 완정로 187, 401호 (왕길동, 마전메디칼센타)",0,0,내과 안과 소아청소년과 이비인후과,
3520,서구,의원,윤재활의학과의원,"인천광역시 서구 완정로 172, 404,405호 (마전동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과,
3521,서구,의원,의료법인 정강의료재단 검단예쁨의원,"인천광역시 서구 완정로 147, 유영빌딩 11층 (왕길동)",0,0,피부과 성형외과,
3522,서구,의원,의료법인순의료재단가정성모의원,"인천광역시 서구 청중로 486, 부일프라자 3층,4층 (가정동)",10,29,가정의학과 재활의학과 피부과 마취통증의학과 신경외과 정형외과 외과 내과,
3523,서구,의원,이너스피부과의원,"인천광역시 서구 서곶로 281, 3층 (심곡동)",0,0,피부과,
3524,서구,의원,이동희소아청소년과의원,"인천광역시 서구 서곶로 293, 403호 (심곡동, 우민빌딩)",0,0,이비인후과 소아청소년과 내과,
3525,서구,의원,이룸의원,"인천광역시 서구 건지로 402, 201, 301호 (가좌동, 가좌한신휴플러스)",0,0,비뇨의학과 피부과 내과,
3526,서구,의원,이승철소아과의원,"인천광역시 서구 서달로 159, 2층 201호 (석남동)",0,0,내과 소아청소년과,
3527,서구,의원,이유정신건강의학과의원,"인천광역시 서구 중봉대로 610, 마루힐프라자 5층 508호 (청라동)",0,0,정신건강의학과,
3528,서구,의원,이음소아청소년과의원,"인천광역시 서구 이음대로 479, CS메디칼프라자 3층 303호 (당하동)",0,0,피부과 이비인후과 소아청소년과 내과,
3529,서구,의원,이정형외과의원,"인천광역시 서구 완정로 35, 301호 (마전동, 대운프라자)",0,0,내과 정형외과 신경외과 외과 재활의학과 소아청소년과 피부과 비뇨의학과,
3530,서구,의원,이주영미즈영상의학과의원,"인천광역시 서구 완정로 172, 403호 (마전동)",0,0,영상의학과 외과 내과,
3531,서구,의원,이푸른소아청소년과의원,"인천광역시 서구 서곶로 754, 3층 (당하동, 검단이마트)",0,0,소아청소년과 이비인후과 피부과,
3532,서구,의원,이해림산부인과의원,"인천광역시 서구 서곶로 355-1, 4층 (연희동, 성우빌딩)",0,0,산부인과,
3533,서구,의원,이화별의원,"인천광역시 서구 완정로 172, 4층 407호 (마전동)",0,0,가정의학과 비뇨의학과 피부과 이비인후과 안과 소아청소년과 내과,
3534,서구,의원,인천검단점 유앤아이의원,"인천광역시 서구 이음1로 377, 검단 눈담봄 101 3층 306~311호 (원당동)",0,0,피부과,
3535,서구,의원,인천수내과의원,인천광역시 서구 가정로394번길 1 (가정동),0,0,내과 소아청소년과 이비인후과,
3536,서구,의원,인천신세계안과의원,"인천광역시 서구 이음대로 378, 로뎀타워 401~405호 (원당동)",0,0,안과,
3537,서구,의원,인천연합의원,인천광역시 서구 염곡로 329 (신현동),10,29,내과 소아청소년과 외과 정형외과 가정의학과,
3538,서구,의원,인하마취통증의학과의원,인천광역시 서구 원적로 100 (가좌동),0,0,마취통증의학과 정형외과 신경과 신경외과,
3539,서구,의원,임내과의원,인천광역시 서구 가정로 202 (석남동),0,0,내과 소아청소년과,
3540,서구,의원,임진영소아청소년과의원,"인천광역시 서구 장고개로337번길 7, 2층 (가좌동, 모건베스트원상가)",0,0,소아청소년과,
3541,서구,의원,자혜정형외과의원,"인천광역시 서구 서곶로 281, 자혜정형외과 지하1층,1층 (심곡동)",0,0,내과 정형외과 외과 소아청소년과 재활의학과 신경외과,
3542,서구,의원,정내과의원,"인천광역시 서구 검단로 836, 215호 (불로동, 월드메가마트)",0,0,내과 소아청소년과 이비인후과,
3543,서구,의원,정우정형외과의원,인천광역시 서구 승학로 501 (검암동),0,0,내과 정형외과 외과 소아청소년과 비뇨의학과 재활의학과,
3544,서구,의원,정재운정형외과의원,인천광역시 서구 가정로 316 (석남동),11,29,내과 정형외과 소아청소년과 영상의학과 재활의학과 외과,
3545,서구,의원,정정형외과의원,인천광역시 서구 완정로 179 (왕길동),8,29,내과 외과 정형외과 신경외과 심장혈관흉부외과 마취통증의학과 소아청소년과 이비인후과 피부과 비뇨의학과 재활의학과 가정의학과 직업환경의학과,
3546,서구,의원,제대로정형외과마취통증의학과의원,"인천광역시 서구 크리스탈로 78, 엘림존 4층 (청라동)",8,18,가정의학과 재활의학과 비뇨의학과 피부과 이비인후과 소아청소년과 마취통증의학과 성형외과 정형외과 외과 정신건강의학과 신경과 내과,
3547,서구,의원,제일가정의원,"인천광역시 서구 원적로96번길 26, 2층 (가좌동, 프라자쇼핑)",0,0,내과 소아청소년과 이비인후과 피부과,
3548,서구,의원,조성원내과의원,인천광역시 서구 청마로 163 (당하동),0,0,내과,
3549,서구,의원,조은정신건강의학과의원,"인천광역시 서구 원당대로 860, 보람프라자 7층, 803호 (당하동)",0,0,정신건강의학과 신경과 내과 외과 피부과,
3550,서구,의원,중앙외과의원,"인천광역시 서구 율도로 62-1, 3,4층 (석남동)",0,0,내과 외과 소아청소년과 정형외과 피부과 비뇨의학과 가정의학과,
3551,서구,의원,진메디칼의원,"인천광역시 서구 완정로 18, 303호 (마전동, 한윤메디칼빌딩)",0,0,내과 정신건강의학과 소아청소년과 외과 이비인후과 정형외과 산부인과 피부과,
3552,서구,의원,진이비인후과의원,"인천광역시 서구 청라커낼로288번길 10, 더스페이스타워 403,404호 (청라동)",1,1,피부과 이비인후과 소아청소년과 내과,
3553,서구,의원,진정형외과의원,"인천광역시 서구 청라커낼로 264, 403, 404호 (경서동, 청라두손중앙프라자)",0,0,재활의학과 비뇨의학과 피부과 마취통증의학과 신경외과 정형외과 외과 내과,
3554,서구,의원,차왕기내과의원,인천광역시 서구 가정로 201 (석남동),0,0,내과 소아청소년과 병리과 영상의학과,
3555,서구,의원,차인종산부인과의원,인천광역시 서구 원적로100번길 8 (가좌동),9,9,산부인과,
3556,서구,의원,참밝은안과의원,"인천광역시 서구 완정로 179, 3층 (왕길동, 마전메디칼)",0,0,안과,
3557,서구,의원,참이비인후과의원,인천광역시 서구 서곶로 293 (심곡동),0,0,이비인후과,
